ID;CourseID;Number;SpecificationAbb;Edition;EditionOrder;Year;Type;StarValue;Remark
691;60;97;NT;3;1;;PT;1;
692;60;98;NT;3;1;;PT;1;
693;60;99;NT;3;1;;PT;1;
694;60;100;NT;3;1;;PT;1;
695;60;101;NT;3;1;;PT;1;
696;60;102;NT;3;1;;PT;1;
697;61;97;AL;3;1;;PT;1;
698;61;98;AL;3;1;;PT;1;
699;61;99;AL;3;1;;PT;1;
700;61;100;AL;3;1;;PT;1;
701;61;101;AL;3;1;;PT;1;
702;61;102;AL;3;1;;PT;1;
703;61;103;AL;3;1;;PT;1;
704;61;104;AL;3;1;;PT;1;
705;61;105;AL;3;1;;PT;1;
706;61;106;AL;3;1;;PT;1;
707;61;107;AL;3;1;;PT;1;
708;61;108;AL;3;1;;PT;1;
709;62;97;EN;3;1;;PT;1;
710;62;98;EN;3;1;;PT;1;
711;62;99;EN;3;1;;PT;1;
712;62;100;EN;3;1;;PT;1;
713;62;101;EN;3;1;;PT;1;
714;62;102;EN;3;1;;PT;1;
715;62;103;EN;3;1;;PT;1;
716;62;104;EN;3;1;;PT;1;
717;62;105;EN;3;1;;PT;1;
718;62;106;EN;3;1;;PT;1;
719;62;107;EN;3;1;;PT;1;
720;62;108;EN;3;1;;PT;1;
721;63;97;FR;3;1;;PT;1;
722;63;98;FR;3;1;;PT;1;
723;63;99;FR;3;1;;PT;1;
724;63;100;FR;3;1;;PT;1;
725;63;101;FR;3;1;;PT;1;
726;63;102;FR;3;1;;PT;1;
727;63;103;FR;3;1;;PT;1;
728;63;104;FR;3;1;;PT;1;
729;63;105;FR;3;1;;PT;1;
730;63;106;FR;3;1;;PT;1;
731;63;107;FR;3;1;;PT;1;
732;63;108;FR;3;1;;PT;1;
733;64;1;RS;3;1;;PT;1;
734;64;2;RS;3;1;;PT;1;
735;65;1;ES;3;1;;PT;1;
736;65;2;ES;3;1;;PT;1;
737;65;3;ES;3;1;;PT;1;
738;65;4;ES;3;1;;PT;1;
739;65;5;ES;3;1;;PT;1;
740;65;6;ES;3;1;;PT;1;
741;65;7;ES;3;1;;PT;1;
742;65;8;ES;3;1;;PT;1;
743;65;9;ES;3;1;;PT;1;
744;65;10;ES;3;1;;PT;1;
745;65;11;ES;3;1;;PT;1;
746;65;12;ES;3;1;;PT;1;
747;66;97;AA;3;1;;PT;1;
748;66;98;AA;3;1;;PT;1;
749;66;99;AA;3;1;;PT;1;
750;66;100;AA;3;1;;PT;1;
751;66;101;AA;3;1;;PT;1;
752;66;102;AA;3;1;;PT;1;
753;66;103;AA;3;1;;PT;1;
754;66;104;AA;3;1;;PT;1;
755;66;105;AA;3;1;;PT;1;
756;66;106;AA;3;1;;PT;1;
757;66;107;AA;3;1;;PT;1;
758;66;108;AA;3;1;;PT;1;
759;67;1;CA;3;1;;PT;1;
760;67;2;CA;3;1;;PT;1;
761;67;3;CA;3;1;;PT;1;
762;67;4;CA;3;1;;PT;1;
763;67;5;CA;3;1;;PT;1;
764;67;6;CA;3;1;;PT;1;
765;67;7;CA;3;1;;PT;1;
766;67;8;CA;3;1;;PT;1;
767;67;9;CA;3;1;;PT;1;
768;67;10;CA;3;1;;PT;1;
769;68;97;ET;3;1;;PT;1;
770;68;98;ET;3;1;;PT;1;
771;68;99;ET;3;1;;PT;1;
772;68;100;ET;3;1;;PT;1;
773;68;101;ET;3;1;;PT;1;
774;68;102;ET;3;1;;PT;1;
775;68;103;ET;3;1;;PT;1;
776;68;104;ET;3;1;;PT;1;
777;68;105;ET;3;1;;PT;1;
778;68;106;ET;3;1;;PT;1;
779;68;107;ET;3;1;;PT;1;
780;68;108;ET;3;1;;PT;1;
781;69;1;MU;3;1;;PT;1;
782;69;2;MU;3;1;;PT;1;
783;69;3;MU;3;1;;PT;1;
784;69;4;MU;3;1;;PT;1;
785;69;5;MU;3;1;;PT;1;
786;69;6;MU;3;1;;PT;1;
787;70;5;MT;3;1;;PT;1;
788;70;6;MT;3;1;;PT;1;
789;71;5;MT;3;1;;PT;1;
790;71;6;MT;3;1;;PT;1;
791;72;1;SP;3;1;;PT;1;
792;72;2;SP;3;1;;PT;1;
793;72;3;SP;3;1;;PT;1;
794;72;4;SP;3;1;;PT;1;
795;72;5;SP;3;1;;PT;1;
796;72;6;SP;3;1;;PT;1;
797;73;1;I9;3;1;;PT;1;
798;73;2;I9;3;1;;PT;1;
799;73;3;I9;3;1;;PT;1;
800;73;4;I9;3;1;;PT;1;
801;73;98;LC;3;1;;PT;1;
802;48;73;LC;3;1;;PT;1;
803;73;100;LC;3;1;;PT;1;
805;73;102;LC;3;1;;PT;1;
807;73;104;LC;3;1;;PT;1;
809;73;106;LC;3;1;;PT;1;
811;73;108;LC;3;1;;PT;1;
812;74;1;AS;3;1;;PT;1;
813;74;2;AS;3;1;;PT;1;
814;74;3;AS;3;1;;PT;1;
815;74;4;AS;3;1;;PT;1;
816;74;5;AS;3;1;;PT;1;
817;75;97;BI;3;1;;PT;1;
818;75;98;BI;3;1;;PT;1;
819;75;99;BI;3;1;;PT;1;
820;75;100;BI;3;1;;PT;1;
821;75;101;BI;3;1;;PT;1;
822;75;102;BI;3;1;;PT;1;
823;75;103;BI;3;1;;PT;1;
824;75;104;BI;3;1;;PT;1;
825;75;105;BI;3;1;;PT;1;
826;75;106;BI;3;1;;PT;1;
827;75;107;BI;3;1;;PT;1;
828;75;108;BI;3;1;;PT;1;
829;76;1;HE;3;1;;PT;1;
830;76;2;HE;3;1;;PT;1;
831;76;3;HE;3;1;;PT;1;
832;76;4;HE;3;1;;PT;1;
833;76;5;HE;3;1;;PT;1;
834;76;6;HE;3;1;;PT;1;
835;77;1;NS;3;1;;PT;1;
836;77;2;NS;3;1;;PT;1;
837;77;3;NS;3;1;;PT;1;
838;77;4;NS;3;1;;PT;1;
839;77;5;NS;3;1;;PT;1;
840;77;6;NS;3;1;;PT;1;
841;78;1;SP;3;1;;PT;1;
842;78;2;SP;3;1;;PT;1;
843;78;3;SP;3;1;;PT;1;
844;78;4;SP;3;1;;PT;1;
845;79;97;UK;3;1;;PT;1;
846;79;98;UK;3;1;;PT;1;
847;79;99;UK;3;1;;PT;1;
848;79;100;UK;3;1;;PT;1;
849;79;101;UK;3;1;;PT;1;
850;79;102;UK;3;1;;PT;1;
851;79;103;UK;3;1;;PT;1;
852;79;104;UK;3;1;;PT;1;
853;79;105;UK;3;1;;PT;1;
854;79;106;UK;3;1;;PT;1;
855;79;107;UK;3;1;;PT;1;
856;79;108;UK;3;1;;PT;1;
857;80;97;WG;3;1;;PT;1;
858;80;98;WG;3;1;;PT;1;
859;80;99;WG;3;1;;PT;1;
860;80;100;WG;3;1;;PT;1;
861;80;101;WG;3;1;;PT;1;
862;80;102;WG;3;1;;PT;1;
863;80;103;WG;3;1;;PT;1;
864;80;104;WG;3;1;;PT;1;
865;80;105;WG;3;1;;PT;1;
866;80;106;WG;3;1;;PT;1;
867;80;107;WG;3;1;;PT;1;
868;80;108;WG;3;1;;PT;1;
869;81;1;APv2;3;1;2022;PT;3;heeft toets (1 star) en essay (2 stars). Deze regel staat voor de toets
870;81;2;APv2;3;1;2022;PT;3;Deze heeft ook drie sterren, voor ‚‚n PACE?
871;151;97;AP;0;1;2019;PT;1;heeft toets (1 star) en essay (2 stars). Deze regel staat voor de toets
872;151;102;AP;0;1;2019;PT;3;
873;152;98;AP;0;1;2019;PT;1;6 sterren verdeeld over vier PACEs, vandaar om en om 1 en 2 sterren.
874;152;99;AP;0;1;2019;PT;2;
875;152;100;AP;0;1;2019;PT;1;
876;152;101;AP;0;1;2019;PT;2;
877;82;1;MI;3;1;;PT;1;
878;82;2;MI;3;1;;PT;1;
879;82;3;MI;3;1;;PT;1;
880;82;4;MI;3;1;;PT;1;
881;82;5;MI;3;1;;PT;1;
882;82;6;MI;3;1;;PT;1;
883;83;1;SL;3;1;;PT;1;
884;83;2;SL;3;1;;PT;1;
885;83;3;SL;3;1;;PT;1;
886;83;4;SL;3;1;;PT;1;
887;83;5;SL;3;1;;PT;1;
888;83;6;SL;3;1;;PT;1;
889;83;7;SL;3;1;;PT;1;
890;83;8;SL;3;1;;PT;1;
891;83;9;SL;3;1;;PT;1;
892;83;10;SL;3;1;;PT;1;
893;83;11;SL;3;1;;PT;1;
894;83;12;SL;3;1;;PT;1;
895;85;1;ED;3;1;;PT;1;
896;85;2;ED;3;1;;PT;1;
897;85;3;ED;3;1;;PT;1;
898;85;4;ED;3;1;;PT;1;
899;85;5;ED;3;1;;PT;1;
900;85;6;ED;3;1;;PT;1;
901;85;7;ED;3;1;;PT;1;
902;85;8;ED;3;1;;PT;1;
903;86;109;GE;3;1;;PT;1;
904;86;110;GE;3;1;;PT;1;
905;86;111;GE;3;1;;PT;1;
906;86;112;GE;3;1;;PT;1;
907;86;113;GE;3;1;;PT;1;
908;86;114;GE;3;1;;PT;1;
909;86;115;GE;3;1;;PT;1;
910;86;116;GE;3;1;;PT;1;
911;86;117;GE;3;1;;PT;1;
912;86;118;GE;3;1;;PT;1;
913;86;119;GE;3;1;;PT;1;
914;86;120;GE;3;1;;PT;1;
915;87;109;EN;3;1;;PT;1;
916;87;110;EN;3;1;;PT;1;
917;87;111;EN;3;1;;PT;1;
918;87;112;EN;3;1;;PT;1;
919;87;113;EN;3;1;;PT;1;
920;87;114;EN;3;1;;PT;1;
921;87;115;EN;3;1;;PT;1;
922;87;116;EN;3;1;;PT;1;
923;87;117;EN;3;1;;PT;1;
924;87;118;EN;3;1;;PT;1;
925;87;119;EN;3;1;;PT;1;
926;87;120;EN;3;1;;PT;1;
927;88;3;RS;3;1;;PT;1;
928;88;4;RS;3;1;;PT;1;
929;88;5;RS;3;1;;PT;1;
930;90;109;PS;3;1;;PT;1;
931;90;110;PS;3;1;;PT;1;
932;90;111;PS;3;1;;PT;1;
933;90;112;PS;3;1;;PT;1;
934;90;113;PS;3;1;;PT;1;
935;90;114;PS;3;1;;PT;1;
936;90;115;PS;3;1;;PT;1;
937;90;116;PS;3;1;;PT;1;
938;90;117;PS;3;1;;PT;1;
939;90;118;PS;3;1;;PT;1;
940;90;119;PS;3;1;;PT;1;
941;90;120;PS;3;1;;PT;1;
942;91;1;HC;3;1;;PT;1;
943;91;2;HC;3;1;;PT;1;
944;91;3;HC;3;1;;PT;1;
945;91;4;HC;3;1;;PT;1;
946;91;5;HC;3;1;;PT;2;
947;91;6;HC;3;1;;PT;1;
948;91;7;HC;3;1;;PT;1;
949;91;8;HC;3;1;;PT;1;
950;91;9;HC;3;1;;PT;1;
951;91;10;HC;3;1;;PT;2;
952;92;7;APv2;3;1;2022;PT;1;
953;92;8;APv2;3;1;2022;PT;2;
954;93;1;CC;3;1;;PT;1;
955;93;2;CC;3;1;;PT;1;
956;93;3;CC;3;1;;PT;1;
957;93;4;CC;3;1;;PT;1;
958;93;5;CC;3;1;;PT;2;TODO
959;;;;;;;;;
960;;;;;;;;;
961;;;;;;;;;
962;;;;;;;;;
963;;;;;;;;;
964;;;;;;;;;
965;95;109;OT;3;1;;PT;1;
966;95;110;OT;3;1;;PT;1;
967;95;111;OT;3;1;;PT;1;
968;95;112;OT;3;1;;PT;1;
969;95;113;OT;3;1;;PT;1;
970;95;114;OT;3;1;;PT;1;
971;95;115;OT;3;1;;PT;1;
972;95;116;OT;3;1;;PT;1;
973;95;117;OT;3;1;;PT;1;
974;95;118;OT;3;1;;PT;1;
975;95;119;OT;3;1;;PT;1;
976;95;120;OT;3;1;;PT;1;
977;96;109;AM;3;1;;PT;1;
978;96;110;AM;3;1;;PT;1;
979;96;111;AM;3;1;;PT;1;
980;96;112;AM;3;1;;PT;1;
981;96;113;AM;3;1;;PT;1;
982;96;114;AM;3;1;;PT;1;
983;98;121;AL;3;1;;PT;1;
984;98;122;AL;3;1;;PT;1;
985;98;123;AL;3;1;;PT;1;
986;98;124;AL;3;1;;PT;1;
987;98;125;AL;3;1;;PT;1;
988;98;126;AL;3;1;;PT;1;
989;98;127;AL;3;1;;PT;1;
990;98;128;AL;3;1;;PT;1;
991;98;129;AL;3;1;;PT;1;
992;98;130;AL;3;1;;PT;1;
993;98;131;AL;3;1;;PT;1;
994;98;132;AL;3;1;;PT;1;
995;99;1;BL;3;1;;PT;1;
996;99;2;BL;3;1;;PT;1;
997;99;3;BL;3;1;;PT;1;
998;99;4;BL;3;1;;PT;1;
999;99;5;BL;3;1;;PT;1;
1000;101;121;EN;3;1;;PT;1;
1001;101;122;EN;3;1;;PT;1;
1002;101;123;EN;3;1;;PT;1;
1003;101;124;EN;3;1;;PT;1;
1004;101;125;EN;3;1;;PT;1;
1005;101;126;EN;3;1;;PT;1;
1006;101;127;EN;3;1;;PT;1;
1007;101;128;EN;3;1;;PT;1;
1008;101;129;EN;3;1;;PT;1;
1009;101;130;EN;3;1;;PT;1;
1010;101;131;EN;3;1;;PT;1;
1011;101;132;EN;3;1;;PT;1;
1012;102;1;I1;3;1;;PT;1;
1013;102;2;I1;3;1;;PT;1;
1014;102;3;I1;3;1;;PT;1;
1015;103;1;I1;3;1;;PT;1;
1016;103;2;I1;3;1;;PT;1;
1017;103;3;I1;3;1;;PT;1;
1018;103;4;I1;3;1;;PT;1;
1019;103;5;I1;3;1;;PT;1;
1020;103;6;I1;3;1;;PT;1;
1021;104;121;GR;3;1;;PT;1;
1022;104;122;GR;3;1;;PT;1;
1023;104;123;GR;3;1;;PT;1;
1024;104;124;GR;3;1;;PT;1;
1025;104;125;GR;3;1;;PT;1;
1026;104;126;GR;3;1;;PT;1;
1027;104;127;GR;3;1;;PT;1;
1028;104;128;GR;3;1;;PT;1;
1029;104;129;GR;3;1;;PT;1;
1030;104;130;GR;3;1;;PT;1;
1031;104;131;GR;3;1;;PT;1;
1032;104;132;GR;3;1;;PT;1;
1033;105;121;CH;3;1;;PT;1;
1034;105;122;CH;3;1;;PT;1;
1035;105;123;CH;3;1;;PT;1;
1036;105;124;CH;3;1;;PT;1;
1037;105;125;CH;3;1;;PT;1;
1038;105;126;CH;3;1;;PT;1;
1039;105;127;CH;3;1;;PT;1;
1040;105;128;CH;3;1;;PT;1;
1041;105;129;CH;3;1;;PT;1;
1042;105;130;CH;3;1;;PT;1;
1043;105;131;CH;3;1;;PT;1;
1044;105;132;CH;3;1;;PT;1;
1045;106;121;NC;3;1;;PT;1;
1046;106;122;NC;3;1;;PT;1;
1047;106;123;NC;3;1;;PT;1;
1048;106;124;NC;3;1;;PT;1;
1049;106;125;NC;3;1;;PT;1;
1050;106;126;NC;3;1;;PT;1;
1051;106;127;NC;3;1;;PT;1;
1052;106;128;NC;3;1;;PT;1;
1053;106;129;NC;3;1;;PT;1;
1054;106;130;NC;3;1;;PT;1;
1055;106;131;NC;3;1;;PT;1;
1056;106;132;NC;3;1;;PT;1;
1057;107;121;AC;3;1;;PT;1;
1058;107;122;AC;3;1;;PT;1;
1059;107;123;AC;3;1;;PT;1;
1060;107;124;AC;3;1;;PT;1;
1061;107;125;AC;3;1;;PT;1;
1062;107;126;AC;3;1;;PT;1;
1063;107;127;AC;3;1;;PT;1;
1064;107;128;AC;3;1;;PT;1;
1065;107;129;AC;3;1;;PT;1;
1066;107;130;AC;3;1;;PT;1;
1067;107;131;AC;3;1;;PT;1;
1068;107;132;AC;3;1;;PT;1;
1069;108;1;CM;3;1;;PT;1;
1070;108;2;CM;3;1;;PT;1;
1071;108;3;CM;3;1;;PT;1;
1072;108;4;CM;3;1;;PT;1;
1073;108;5;CM;3;1;;PT;1;
1074;108;6;CM;3;1;;PT;1;
1075;108;7;CM;3;1;;PT;1;
1076;108;8;CM;3;1;;PT;1;
1077;108;9;CM;3;1;;PT;1;
1078;108;10;CM;3;1;;PT;1;
1079;109;11;CM;3;1;;PT;1;
1080;109;12;CM;3;1;;PT;1;
1081;109;13;CM;3;1;;PT;1;
1082;109;14;CM;3;1;;PT;1;
1083;109;15;CM;3;1;;PT;1;
1084;109;16;CM;3;1;;PT;1;
1085;109;17;CM;3;1;;PT;1;
1086;109;18;CM;3;1;;PT;1;
1087;109;19;CM;3;1;;PT;1;
1088;109;20;CM;3;1;;PT;1;
1089;110;139;HM;3;1;;PT;1;
1090;110;140;HM;3;1;;PT;1;
1091;110;141;HM;3;1;;PT;1;
1092;110;142;HM;3;1;;PT;1;
1093;110;143;HM;3;1;;PT;1;
1094;110;144;HM;3;1;;PT;1;
1095;111;133;TR;3;1;;PT;1;
1096;111;134;TR;3;1;;PT;1;
1097;111;135;TR;3;1;;PT;1;
1098;111;136;TR;3;1;;PT;1;
1099;111;137;TR;3;1;;PT;1;
1100;111;138;TR;3;1;;PT;1;
1101;112;11;EC;3;1;;PT;1;
1102;112;12;EC;3;1;;PT;1;
1103;112;13;EC;3;1;;PT;1;
1104;112;14;EC;3;1;;PT;1;
1105;112;15;EC;3;1;;PT;1;
1106;112;16;EC;3;1;;PT;1;
1107;112;17;EC;3;1;;PT;1;
1108;112;18;EC;3;1;;PT;1;
1109;112;19;EC;3;1;;PT;1;
1110;112;20;EC;3;1;;PT;1;
1111;113;133;EN;3;1;;PT;1;
1112;113;134;EN;3;1;;PT;1;
1113;113;135;EN;3;1;;PT;1;
1114;113;136;EN;3;1;;PT;1;
1115;113;137;EN;3;1;;PT;1;
1116;113;138;EN;3;1;;PT;1;
1117;113;139;EN;3;1;;PT;1;
1118;113;140;EN;3;1;;PT;1;
1119;113;141;EN;3;1;;PT;1;
1120;113;142;EN;3;1;;PT;1;
1121;113;143;EN;3;1;;PT;1;
1122;113;144;EN;3;1;;PT;1;
1123;114;11;GR;3;1;;PT;1;
1124;114;12;GR;3;1;;PT;1;
1125;114;13;GR;3;1;;PT;1;
1126;114;14;GR;3;1;;PT;1;
1127;114;15;GR;3;1;;PT;1;
1128;114;16;GR;3;1;;PT;1;
1129;114;17;GR;3;1;;PT;1;
1130;114;18;GR;3;1;;PT;1;
1131;114;19;GR;3;1;;PT;1;
1132;114;20;GR;3;1;;PT;1;
1133;115;7;MT;3;1;;PT;1;
1134;115;8;MT;3;1;;PT;1;
1135;116;1;CP;3;1;;PT;1;
1136;116;2;CP;3;1;;PT;1;
1137;116;3;CP;3;1;;PT;1;
1138;116;4;CP;3;1;;PT;1;
1139;116;5;CP;3;1;;PT;2;
1140;116;6;CP;3;1;;PT;1;
1141;116;7;CP;3;1;;PT;1;
1142;116;8;CP;3;1;;PT;1;
1143;116;9;CP;3;1;;PT;1;
1144;116;10;CP;3;1;;PT;2;
1145;117;133;PH;3;1;;PT;1;
1146;117;134;PH;3;1;;PT;1;
1147;117;135;PH;3;1;;PT;1;
1148;117;136;PH;3;1;;PT;1;
1149;117;137;PH;3;1;;PT;1;
1150;117;138;PH;3;1;;PT;1;
1151;117;139;PH;3;1;;PT;1;
1152;117;140;PH;3;1;;PT;1;
1153;117;141;PH;3;1;;PT;1;
1154;117;142;PH;3;1;;PT;1;
1155;117;143;PH;3;1;;PT;1;
1156;117;144;PH;3;1;;PT;1;
1157;118;85;AH;3;1;;PT;1;
1158;118;86;AH;3;1;;PT;1;
1159;118;87;AH;3;1;;PT;1;
1160;118;88;AH;3;1;;PT;1;
1161;118;89;AH;3;1;;PT;1;
1162;118;90;AH;3;1;;PT;1;
1163;118;91;AH;3;1;;PT;1;
1164;118;92;AH;3;1;;PT;1;
1165;118;93;AH;3;1;;PT;1;
1166;118;94;AH;3;1;;PT;1;
1167;118;95;AH;3;1;;PT;1;
1168;118;96;AH;3;1;;PT;1;
1169;164;133;CE;3;1;;PT;1;
1170;164;134;CE;3;1;;PT;1;
1171;164;135;CE;3;1;;PT;1;
1172;164;136;CE;3;1;;PT;1;
1173;164;137;CE;3;1;;PT;1;
1174;164;138;CE;3;1;;PT;1;
1175;165;139;CE;3;1;;PT;1;
1176;165;140;CE;3;1;;PT;1;
1177;165;141;CE;3;1;;PT;1;
1178;165;142;CE;3;1;;PT;1;
1179;165;143;CE;3;1;;PT;1;
1180;165;144;CE;3;1;;PT;1;
1181;120;133;CO;3;1;;PT;1;
1182;120;134;CO;3;1;;PT;1;
1183;120;135;CO;3;1;;PT;1;
1184;120;136;CO;3;1;;PT;1;
1185;120;137;CO;3;1;;PT;1;
1186;120;138;CO;3;1;;PT;1;
1187;121;11;HC;3;1;;PT;1;
1188;121;12;HC;3;1;;PT;1;
1189;121;13;HC;3;1;;PT;1;
1190;121;14;HC;3;1;;PT;1;
1191;121;15;HC;3;1;;PT;2;
1192;121;16;HC;3;1;;PT;1;
1193;121;17;HC;3;1;;PT;1;
1194;121;18;HC;3;1;;PT;1;
1195;121;19;HC;3;1;;PT;1;
1196;121;20;HC;3;1;;PT;2;
1197;122;133;UC;3;1;;PT;1;
1198;122;134;UC;3;1;;PT;1;
1199;122;135;UC;3;1;;PT;1;
1200;122;136;UC;3;1;;PT;1;
1201;123;6;CC;3;1;;PT;1;
1202;123;7;CC;3;1;;PT;1;
1203;123;8;CC;3;1;;PT;1;
1204;123;9;CC;3;1;;PT;1;
1205;123;10;CC;3;1;;PT;2;TODO
1206;124;133;CG;3;1;;PT;1;
1207;124;134;CG;3;1;;PT;1;
1208;124;135;CG;3;1;;PT;1;
1209;124;136;CG;3;1;;PT;1;
1210;124;137;CG;3;1;;PT;1;
1211;124;138;CG;3;1;;PT;1;
1212;162;1;BC;3;1;;PT;1;
1213;162;2;BC;3;1;;PT;1;
1214;162;3;BC;3;1;;PT;1;
1215;162;4;BC;3;1;;PT;1;
1216;162;5;BC;3;1;;PT;1;
1217;162;6;BC;3;1;;PT;1;
1218;162;7;BC;3;1;;PT;1;
1219;162;8;BC;3;1;;PT;1;
1220;162;9;BC;3;1;;PT;1;
1221;162;10;BC;3;1;;PT;1;
1222;;;;;;;;;Was voormalig NT Church History Deel II, maar hoeft niet, want zit al in 1045.
1223;;;;;;;;;Was voormalig NT Church History Deel II, maar hoeft niet, want zit al in 1045.
1224;127;1;EC;3;1;;PT;1;
1225;127;2;EC;3;1;;PT;1;
1226;127;3;EC;3;1;;PT;1;
1227;127;4;EC;3;1;;PT;1;
1228;127;5;EC;3;1;;PT;1;
1229;127;6;EC;3;1;;PT;1;
1230;127;7;EC;3;1;;PT;1;
1231;127;8;EC;3;1;;PT;1;
1232;127;9;EC;3;1;;PT;1;
1233;127;10;EC;3;1;;PT;1;
1234;130;1;BA;3;1;;PT;1;
1235;130;2;BA;3;1;;PT;1;
1236;130;3;BA;3;1;;PT;1;
1237;130;4;BA;3;1;;PT;1;
1238;130;5;BA;3;1;;PT;1;
1239;130;6;BA;3;1;;PT;1;
1240;130;7;BA;3;1;;PT;1;
1241;130;8;BA;3;1;;PT;1;
1242;130;9;BA;3;1;;PT;1;
1243;130;10;BA;3;1;;PT;1;
1244;130;11;BA;3;1;;PT;1;
1245;130;12;BA;3;1;;PT;1;
1246;130;13;BA;3;1;;PT;1;
1247;130;14;BA;3;1;;PT;1;
1248;130;15;BA;3;1;;PT;1;
1249;130;16;BA;3;1;;PT;1;
1250;131;133;LC;3;1;;PT;1;
1251;131;134;LC;3;1;;PT;1;
1252;131;135;LC;3;1;;PT;1;
1253;131;136;LC;3;1;;PT;1;
1254;131;137;LC;3;1;;PT;1;
1255;131;138;LC;3;1;;PT;1;
1256;131;139;LC;3;1;;PT;1;
1257;131;140;LC;3;1;;PT;1;
1258;131;141;LC;3;1;;PT;1;
1259;131;142;LC;3;1;;PT;1;
1260;131;143;LC;3;1;;PT;1;
1261;131;144;LC;3;1;;PT;1;
1262;129;1;IB;3;1;;PT;1;PACE + Activity Pac
1263;129;2;IB;3;1;;PT;1;PACE + Activity Pac
1264;129;3;IB;3;1;;PT;1;PACE + Activity Pac
1265;129;4;IB;3;1;;PT;1;PACE + Activity Pac
1266;129;5;IB;3;1;;PT;1;PACE + Activity Pac
1267;129;6;IB;3;1;;PT;1;PACE + Activity Pac
1268;147;49;UK;3;1;;PT;1;
1269;147;50;UK;3;1;;PT;1;
1270;147;51;UK;3;1;;PT;1;
1271;147;52;UK;3;1;;PT;1;
1272;147;53;UK;3;1;;PT;1;
1273;147;54;UK;3;1;;PT;1;
1274;147;55;UK;3;1;;PT;1;
1275;147;56;UK;3;1;;PT;1;
1276;147;57;UK;3;1;;PT;1;
1277;147;58;UK;3;1;;PT;1;
1278;147;59;UK;3;1;;PT;1;
1279;147;60;UK;3;1;;PT;1;
1280;148;109;US;3;1;;PT;1;
1281;148;110;US;3;1;;PT;1;
1282;148;111;US;3;1;;PT;1;
1283;148;112;US;3;1;;PT;1;
1284;148;113;US;3;1;;PT;1;
1285;148;114;US;3;1;;PT;1;
1286;148;115;US;3;1;;PT;1;
1287;148;116;US;3;1;;PT;1;
1288;148;117;US;3;1;;PT;1;
1289;148;118;US;3;1;;PT;1;
1290;148;119;US;3;1;;PT;1;
1291;148;120;US;3;1;;PT;1;
1292;149;13;AS;3;1;;PT;1;
1293;149;14;AS;3;1;;PT;1;
1294;149;15;AS;3;1;;PT;1;
1295;149;16;AS;3;1;;PT;1;
1296;149;17;AS;3;1;;PT;1;
1297;149;18;AS;3;1;;PT;1;
1298;149;19;AS;3;1;;PT;1;
1299;149;20;AS;3;1;;PT;1;
1300;149;21;AS;3;1;;PT;1;
1301;149;22;AS;3;1;;PT;1;
1302;149;23;AS;3;1;;PT;1;
1303;149;24;AS;3;1;;PT;1;
1304;146;98;LI;3;1;;PT;1;
1305;146;100;LI;3;1;;PT;1;
1306;146;102;LI;3;1;;PT;1;
1307;146;104;LI;3;1;;PT;1;
1308;146;106;LI;3;1;;PT;1;Did Man Just Happen? Deprecated. 
1309;146;108;LI;3;1;;PT;1;
1310;159;85;PS;3;1;;PT;1;
1311;159;86;PS;3;1;;PT;2;
1312;159;87;PS;3;1;;PT;1;
1313;159;88;PS;3;1;;PT;2;
1314;160;97;PS;3;1;;PT;1;
1315;160;98;PS;3;1;;PT;2;
1316;160;99;PS;3;1;;PT;1;
1317;160;100;PS;3;1;;PT;2;
1318;97;1;ICT;3;1;;PT;0;
1319;97;2;ICT;3;1;;PT;1;
1320;97;3;ICT;3;1;;PT;0;
1321;97;4;ICT;3;1;;PT;1;
1322;97;5;ICT;3;1;;PT;0;
1323;97;6;ICT;3;1;;PT;1;
1324;97;7;ICT;3;1;;PT;0;
1325;97;8;ICT;3;1;;PT;1;
1326;97;9;ICT;3;1;;PT;0;
1327;97;10;ICT;3;1;;PT;1;
1328;97;11;ICT;3;1;;PT;0;
1329;97;12;ICT;3;1;;PT;1;
1330;97;13;ICT;3;1;;PT;0;
1331;97;14;ICT;3;1;;PT;0;
1332;97;15;ICT;3;1;;PT;1;
1333;97;16;ICT;3;1;;PT;0;
1334;97;17;ICT;3;1;;PT;1;
1335;97;18;ICT;3;1;;PT;0;
1336;97;19;ICT;3;1;;PT;1;
1337;97;20;ICT;3;1;;PT;0;
1338;97;21;ICT;3;1;;PT;1;
1339;97;22;ICT;3;1;;PT;0;
1340;97;23;ICT;3;1;;PT;1;
1341;97;24;ICT;3;1;;PT;0;
1342;97;25;ICT;3;1;;PT;1;
1343;92;9;APv2;3;1;2022;PT;1;
1344;92;10;APv2;3;1;2022;PT;2;
1345;81;1E;APv2;3;1;2022;PT;2;heeft toets (1 star) en essay (2 stars). Deze regel staat voor het essay
1346;151;97E;AP;0;1;2019;PT;2;heeft toets (1 star) en essay (2 stars). Deze regel staat voor het essay
1347;151;1;AP;0;1;2019;PT;2;heeft toets (1 star) en essay (2 stars). ?
1348;152;2;AP;0;1;2019;PT;2;heeft toets (1 star) en essay (2 stars). Deze regel staat voor het essay
1349;146;108;LI;;;;PT;1;Poetry 1
1350;146;108;LI;;;;PT;1;Poetry 2
1351;146;108;LI;;;;PT;1;After the Flood
1352;150;1;EG;;;;PT;1;
1353;150;2;EG;;;;PT;1;
1354;150;3;EG;;;;PT;1;
1355;150;4;EG;;;;PT;1;
